index,sentence_1,sentence_2,calculated_similarity,actual_similarity
4067,1 star ghost trap by rick hauta  this was a perfect zombie story,the zombie who fell from the sky  mb,0.5408064,0.344
4068,feet standing on a pretty day with large building in background,two police officers standing behind a van with a bus in the background,0.6127084,0.344
4069,this book is one of the most hilarious books i have ever read,the style seemed different somehow than the previous books and i wasnt engaged by the story or characters,0.72609305,0.344
4070,in 1965  a colony was discovered near marysville  in the upper yarra valley ,the city of yakima is located in the upper valley of yakima county ,0.76232165,0.344
4071,rise  shine its a new day  youre alive thank god 4 another day of precious life christian catholic teamjesus,logicoflife7 i dont confuse right to life with righttousesomeonesbodywithoutconsent do you rapeculture,0.6085969,0.344
4072,he went on to win the trophy the next two seasons as well ,he lost to shinjiro otani in the match  but wcw went on to win the series ,0.8273537,0.344
4073,molls30 hillaryclinton i love it one of our biggest donors is saudi arabia they support womens rights completely goteam,govchristie cant even run nj and wants to be president id vote for him before hillaryclinton,0.65655226,0.344
4074,you can start by taking a trip a long trip,have thought of taking a short trip to the cottage,0.7556947,0.344
4075,a woman in a black cap and outfit sits in the sand,a brown dog plays in the sand near a man in a green cap,0.8201215,0.344
4076,i am an aquarius but thank you for the points,thank to yahoo music for the two points,0.73636496,0.344
4077,you should find another one for at least five years,i bet i found him at least five times,0.72390854,0.344
4078,annejp1946 i have no problem with birth control but their you go with that free thing again so your solution is murder good idea,rt spicysandwich say it again for me one time antiabortion laws only lead to unsafe illegal abortions,0.6378257,0.344
4079,hillarydebatequestion so you profess admiration for margaretsanger who wanted to rid the country of negros explain please,night sleep tight dont let hillary bite says tony_tickets nightmares is all i say,0.629668,0.344
4080,a dog lying on its back in the sand,a young boy stands near a sand pyramid,0.5876655,0.344
4081,a man in a gray shirt is walking next to a concrete wall,a little baby skateboarding on a small concrete wall,0.6536841,0.344
4082,both democrats and islamicstate murder by dismemberment the only difference is the age of their victims isis,nytimes thanks to antichoicers women dealing with this may also face prosecution,0.6318328,0.344
4083,he doesnt give up on her after all the things she does that jeopardizes them,from cutting jude to prove if he was a roguewhich he wasnt to keeping secrets from damen so he doesnt lose his patience with her,0.82709205,0.344
4084,perhaps a bit of sage advice is in order but ill leave that to jaron,jaron sage learns a lot in this book actuallyespecially how to see other peoples feelings and how to better share his own,0.67425996,0.344
4085,if you want equality then let all the babies live,ghhshirley charged with manslaughter after another woman dies from,0.3712086,0.344
4086,i think this one was better than the first one but it could be that i was more used to the world that kevin created,its wet my appetite for the next one,0.63845414,0.344
4087,a man walking down the pier scratching his back with a boat sailing in the background as the sun sets over the water,a huge cruise liner covers the horizon from a beach with beautiful clear water,0.74728674,0.344
4088,hillary has lied deleted benghazi emails and betrayed the trust of americans scandal after scandal,getting another hillaryclinton bumper sticker because lovewins and 2 just wasnt enough,0.32450655,0.344
4089,297 days until i can register to vote1 year 193 days until election day rockthevote democrats everyvotecounts,if youre not watching hillaryclintons speech right now youre missing her drop tons of wisdom,0.52451295,0.344
4090,a row of locomotives on a siding in a field,a dark brown horse standing in a field,0.47229072,0.344
4091,two young men wrestling each other in the middle of a field,two hockey players from different teams chase the puck in the middle of a match,0.73634005,0.344
4092,doubleclick on a name in the contacts area to quickly start a new email message,when you heard this message quickly give me a call,0.669882,0.344
4093,all of these are very significant reasons to read this series but i have to be honest,he can hardly communicate with someone so the way he slowly changes for amaranthe is fascinating to read,0.727852,0.344
4094,rt alvedaking the most disturbing thing we to this planet is to flood our streets with the blood of children from happyearth,legalized tweetinginsteadofprocreating discriminates against the unconceived child worstargumentever lolanti,0.36460364,0.344
4095,the pictures were again amazing and really added something to the story,also the first movie is amazing,0.74683195,0.344
4096,mature content will appeal to most people who loves this na genre but it is not my cup of tea,maybe it was the sex that grounded me who knows but geez i am ready for the second one,0.77426195,0.344
4097,we all are sinners but what right do humans have to kill another human being is that what god wanted us to do scl thoughts,mrprolife complications come with all types of medical procedures doesnt mean procedure itself should be banned dealwithit,0.5948037,0.344
4098,can we get a law for the little ones who cant even speak for themselves prolifeyouth everylifematters gay straight baby,off to the clinic this morning 2015 and we still have to chase away antichoice nutters harassing our patients,0.7090093,0.344
4099,a street vendor sells popcorn in a mall,a vendor with a blue shirt is selling bananas,0.60063386,0.344
4100,piedmont airlines was the launch customer with an order for 25 aircraft in 1986 ,the final aircraft was delivered to shanghai airlines on november 28  2005 ,0.7167263,0.344
4101,he has been a staff writer for the new yorker since 1996 ,cahn became story editor and josh singer replaced her as staff writer ,0.59883595,0.344
4102,cameraman scoping out camera angles,a man walking underneath a bridge glances at the camera,0.59162414,0.344
4103,realdonaldtrump just want to say thank you for not pandering to the pc police richforareason nofear,if you live in a trump building congratulations on that decision,0.7141549,0.344
4104,a man wearing a black sweatshirt poses for a picture in a parking lot,five men pose for a picture while holding one of their friends,0.62101704,0.344
