index,sentence_1,sentence_2,calculated_similarity,actual_similarity
4152,"Instead, this is a world in which mice have fostered a civilization, have made strides in both industry and academia.",Mice must stand strong against the dark and old heroes rise to help battle evil once more.,0.9971227,0.334
4153,Low key it would be interesting to have a female president.,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",0.99570704,0.334
4154,Sooner or later they believed that I should come back to my rooms.,You might wanna make friends with him sooner than later.,0.9985562,0.334
4155,A man in a blue tank top doing pastel artwork on the sidewalk.,A young woman in a green tank top walking her dog down a dirt road.,0.9995724,0.334
4156,*snorts* Not from where I'm standing.,"xP Which is fine and all, but I'm not really sure if it works for this story's pacing.",0.9968762,0.334
4157,"well really it was funny, and interesting.",Probably because it's not funny or interesting.,0.9988676,0.334
4158,OMG was not expecting that twist but you know it was coming somewhere.,Plot (other than the twist): Jacob and his friends have left the island of Cairnholm on their boats and are being chased by the wights.,0.99881375,0.334
4159,"As Violet and the other Grigori struggle to stay one step ahead of Phoenix, Violet is plagued with doubt.","There were some fabulous moments left me sighing, that made up for some of the other not so stellar scenes between Lincoln and Violet.",0.999266,0.334
4160,Are you--are you going to tell every one?,will you say it now -- all of you?,0.9990164,0.334
4161,"hey y'all giving a big old s/o to donald trump, we settled our differences and are butt tight now",@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,0.99756396,0.334
4162,@realDonaldTrump You're FIRED! Now get out of here! Go!,"#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty",0.9973279,0.334
4163,A man is spinning in the air above a pool in front of an empty stadium.,A crew gets ready at the sideline in an empty basketball stadium.,0.9993266,0.334
4164,Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,@petefrt this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails. #uniteright,0.99118227,0.334
4165,A little girl is walking her bike a lawn.,A man rakes the dirt while a woman follows behind.,0.9989613,0.334
4166,A male and female watching something interesting.,A female fire dancer spinning flames.,0.99814904,0.312
4167,"Like the are God, or something.",Give the trouble to God.,0.9983788,0.312
4168,This was my first Neil Gaiman and Chris Riddell work.,Gaiman and sleep... together again <3,0.989728,0.312
4169,A tan man working on a sand castle on the beach.,A brown dog begins to run along a beach with a wave in the background.,0.9991441,0.312
4170,"it's called kidnapping a movie star, you know?",my girl doesn't play the movie star.,0.98887575,0.312
4171,To get over to the other side.,its on the left side bw,0.9964531,0.312
4172,25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! -,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",0.9925533,0.312
4173,A man hanging over the side of a building in a rappelling harness doing repairs.,There are tall windows and small windows that make up the majority of the building.,0.99601835,0.312
4174,"This play is horrifically, hilariously bad.",I would love to see the play.,0.99538225,0.312
4175,But Chris could not speak yet.,You mean to speak to that thing?,0.9951476,0.312
4176,An asian girl with a finger up her nose.,An Asian family sight seeing at the aquarium.,0.9986553,0.312
4177,@JustinTrudeau I also support Men's wrongs as well as Women's rights #Standforchoice #womensrights,@UberFacts because a good percent utilized that wonderful gift of choice (#proChoice).,0.997674,0.312
4178,One woman playing an oboe behind a woman playing a violin and eyeing sheet music.,A small group of people outside a building standing around listening to a saxophone player.,0.9980152,0.312
4179,You know what's best for you You know what's best for your happiness You know what's best for your well being,"How can you be ""against abortion"" and also want to take away all the free birth control clinics for the poor? How?",0.99842834,0.312
4180,"He leaves the circle, and for two years lives in the human world like he belongs there.","Since this is a YA book I didn't expect erotic scenes, but I really enjoyed the scenes of teasing between the two.",0.99726105,0.312
4181,Law enforcement that is riding in a large tactical for truck in an urban area.,A team of rescuers wearing reflective vests descend a staircase carrying orange life preservers.,0.9949975,0.312
4182,it's hard to judge the closest.,"A female, to judge by the clothing.",0.9945419,0.312
4183,"You win some, and you lose some.",I can win the lottery.,0.99730146,0.312
4184,"An African woman with piercings, lots of necklaces and corn on her head.",A woman in a white coat and gold bracelet looks at a sheaf of papers.,0.99662226,0.312
4185,"the clothes, the shoes and everything.",Slap the clothes against a rock?,0.9976959,0.312
4186,A man snowboarding in the mountains.,A person hanging off of a cliff.,0.99920374,0.312
4187,There are also regular scheduled ferry services to Labuan .,"Wantage is connected to Oxford , Didcot , Abingdon and Faringdon by regular bus services .",0.997919,0.312
4188,I am avid fans of talk show hosts Dr. Phil and Oprah.,It is Dr. Phil due to his excessive weight and ability to sit on Oprah.,0.99695426,0.312
4189,"Though many of the hunters are men, the party is led by a woman: always a woman.",LGBT books are so wonderful to read and this was no exception.,0.99879277,0.312
4190,A man walking across a patch of grass in the middle of a street.,a young man looks at a book on the ground in a wooded area.,0.9991281,0.312
4191,@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn.",0.985712,0.312
4192,A small girl in a toddler swing,A toddler in heavy clothing sitting in the snow.,0.995026,0.312
4193,My girlfriend listens to chemical romance.,Lala is my ex girlfriend.,0.99703217,0.312
4194,"Everybody agrees you're in real trouble, Charles.","A girl's in trouble, and everybody suspects the ex-boyfriend.",0.9990609,0.312
4195,"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary","#BENGHAZI WAIT DID I SAY ""THANK GOD?"" VOTERS? SRY!! MT!! I MEANT ""THANK GOODNESS!"" NO OFFENSE INTENDED! ##tcot",0.9944726,0.312
4196,It varies from place to place.,That is a good place to start.,0.9914261,0.312
4197,I'm pitchingthis at Fox in half an hour.,"Which means what, half an hour?",0.9919462,0.312
4198,We live in a world where people care more about religious rights than consent & reproductive rights....,So unfortunate #thebriefcase @cbs. Adoption isn't always the answer.,0.9907751,0.312
4199,"Bleeding to death after brutal mugging on the campus of UNLV, Twenty-five year old Alyssa, is rescued by the cold and aloof, vampire, Lysander.",Alyssa doesn't take so good to being transformed.. lol total spoiled brat to be honest.,0.99656296,0.312
4200,"You should try the site froogle, or simply entering it in a Google search.","If you like lyrics, google search www.lyrics.com, they have a lot of lyrics on that site.",0.99837106,0.312
4201,it's not popular but maybe the tv channel's website that it comes in on,"kids,computer,playstation and tv comes first,whats left I get",0.9865147,0.312
4202,The truck turns and runs for the exit.,Stick this cooler in the back of the truck.,0.99808425,0.312
4203,A lighter read than some in the series.,"If you read the part where she confessed her biography, then her accepting Christian shouldn't be so hard to accept.",0.998371,0.312
4204,"Normalize relations with ISIS for our economy, @ericbolling would you do it? there is a line what we should do for money.",@JVER1 @tgradous @LVNancy I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad....,0.99744296,0.312
4205,theres other things to worry about,There's room for you behind primm.,0.99840474,0.312
4206,@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,"Another Reagan the last thing we need! The #FatherofAmnesty rewarded 3m criminals, displaced 1.9m in workforce! @DaGodfather907",0.99219227,0.312
4207,A man in a black wetsuit surfing.,A girl splashing in a wave at the beach.,0.9979726,0.312
4208,Fabian formed north of Puerto Rico on October 5 .,"On July 6 , a moderate hurricane hit Puerto Rico , destroying 6 villages .",0.9992287,0.312
4209,Two boys jumping on a trampoline.,A little girl swimming in a pool.,0.9979133,0.312
4210,My ship is sinking :( I didn't like that Echo bounced back and forth between Caius and Rowan at ALL.,"Echo, Ivy, Dorian, Jasper, and Caius are in hiding.",0.9958241,0.312
4211,"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.",@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks,0.9924202,0.312
4212,"Oh look!!! So not only are antichoice strongly against pregnant people's human rights, they're also homophobic. Shocker. (Not)",At the Mass. State House again tomorrow for Planned Parenthood's Sexual Health Lobby Day #ReproductiveJustice #Feminism,0.99639595,0.312
